customer_state,product_name_english,total_order_payment
RJ,housewares,54.28
PE,health_beauty,923.63
RJ,fashion_bags_accessories,78.44
RS,health_beauty,105.28
DF,audio,30.13
RJ,office_furniture,199.96
SP,electronics,41.84
BA,pet_shop,29.68
BA,toys,74.01
MG,garden_tools,115.44
SP,office_furniture,359.56
RS,computers_accessories,115.01
SP,sports_leisure,317.48
DF,health_beauty,100.91
RR,auto,257.21
RJ,watches_gifts,315.75
PB,health_beauty,69.15
SP,computers_accessories,110.2
PR,sports_leisure,164.54
SP,bed_bath_table,249.09
SP,costruction_tools_garden,249.09
MG,electronics,223.51
SP,toys,38.93
SP,auto,110.04
SP,health_beauty,47.91
PB,bed_bath_table,519.29
PR,cool_stuff,42.27
PR,sports_leisure,152.47
MG,bed_bath_table,160.18
SP,health_beauty,60.37
SP,furniture_decor,53.48
SP,sports_leisure,37.87
RJ,furniture_decor,132.04
SP,perfumery,65.71
SP,health_beauty,76.05
SP,telephony,144.67
GO,watches_gifts,440.12
RS,watches_gifts,147.25
MS,fashion_shoes,122.12
BA,fashion_bags_accessories,142.54
PA,sports_leisure,58.12
PR,home_appliances,59.09
SP,furniture_decor,135.85
RJ,computers_accessories,65.0
SP,housewares,133.75
RJ,stationery,51.22
SP,audio,27.68
DF,furniture_decor,113.08
BA,construction_tools_construction,42.65
MA,computers_accessories,148.2
SP,health_beauty,55.59
SE,auto,490.02
RS,computers_accessories,118.17
RJ,computers_accessories,49.09
SP,consoles_games,710.48
SP,cool_stuff,211.57
SP,health_beauty,267.28
SP,housewares,29.32
PR,construction_tools_construction,55.07
MG,baby,209.96
SP,perfumery,71.15
SP,housewares,60.09
SP,bed_bath_table,32.77
PA,sports_leisure,638.51
TO,computers_accessories,215.11
SP,auto,73.34
RJ,garden_tools,182.46
SP,housewares,81.63
PR,furniture_decor,76.29
RJ,garden_tools,54.78
RJ,toys,83.23
DF,sports_leisure,134.59
DF,sports_leisure,218.16
MG,books_general_interest,56.31
SP,bed_bath_table,94.77
SP,furniture_decor,56.86
SP,bed_bath_table,46.85
SP,health_beauty,59.34
SP,bed_bath_table,32.79
PR,computers_accessories,48.69
RJ,baby,139.61
RJ,computers_accessories,63.5
ES,watches_gifts,144.78
SP,furniture_decor,18.76
SP,furniture_decor,21.71
SP,toys,81.89
SP,pet_shop,56.1
SP,watches_gifts,157.81
ES,bed_bath_table,61.01
SC,market_place,57.55
PR,cool_stuff,195.36
SP,furniture_decor,114.76
ES,health_beauty,116.36
DF,small_appliances,430.55
RS,industry_commerce_and_business,117.94
SP,fashion_bags_accessories,20.77
MS,sports_leisure,166.83
SP,housewares,16.96
RJ,stationery,96.8
SC,housewares,53.33
DF,watches_gifts,216.15
PR,watches_gifts,387.24
SP,watches_gifts,189.44
MG,telephony,269.9
SP,bed_bath_table,215.01
SP,sports_leisure,119.02
BA,watches_gifts,243.88
RJ,housewares,41.0
RS,furniture_decor,95.02
CE,housewares,36.79
PR,watches_gifts,230.15
SP,electronics,42.79
SP,furniture_decor,95.18
GO,cool_stuff,118.17
SP,furniture_decor,115.71
DF,perfumery,22.51
SP,computers_accessories,97.62
RJ,furniture_decor,69.9
CE,watches_gifts,175.88
RJ,computers_accessories,98.14
SP,perfumery,42.77
SP,bed_bath_table,106.16
PR,furniture_decor,89.88
SP,furniture_living_room,105.32
SC,health_beauty,39.52
PR,housewares,52.22
RJ,construction_tools_construction,927.63
MG,bed_bath_table,93.03
SP,perfumery,65.71
SP,electronics,25.5
RJ,health_beauty,68.17
GO,furniture_decor,287.97
SP,office_furniture,137.81
MT,toys,305.0
MG,computers_accessories,76.98
BA,computers_accessories,168.88
SP,toys,120.18
SP,health_beauty,26.71
DF,computers_accessories,114.45
SP,health_beauty,113.11
SP,fashion_bags_accessories,60.85
RS,furniture_decor,249.49
SP,health_beauty,38.01
PR,auto,139.59
SP,health_beauty,133.75
PR,furniture_living_room,241.73
BA,consoles_games,82.58
SC,garden_tools,77.57
SP,watches_gifts,129.37
RJ,computers_accessories,78.9
CE,audio,540.18
SP,luggage_accessories,64.28
SP,telephony,25.88
SP,bed_bath_table,175.08
SP,bed_bath_table,95.09
SP,food_drink,21.85
SP,health_beauty,184.84
SP,health_beauty,108.11
RJ,furniture_living_room,160.23
SP,toys,163.06
RS,housewares,37.79
GO,baby,411.21
SP,office_furniture,227.61
RJ,bed_bath_table,202.0
RJ,bed_bath_table,246.38
RJ,furniture_decor,24.84
RS,bed_bath_table,100.82
SP,housewares,99.2
SP,costruction_tools_tools,211.75
PR,consoles_games,507.17
SP,toys,107.85
CE,sports_leisure,157.36
MG,bed_bath_table,136.94
PR,sports_leisure,83.87
MG,garden_tools,327.72
RJ,watches_gifts,117.77
RJ,furniture_decor,89.88
SP,health_beauty,195.1
GO,sports_leisure,75.17
SP,bed_bath_table,33.84
SP,perfumery,141.78
SP,sports_leisure,49.39
RS,watches_gifts,198.34
SC,bed_bath_table,147.69
RS,computers_accessories,66.1
SP,perfumery,139.16
MG,bed_bath_table,45.09
DF,telephony,54.09
RJ,sports_leisure,41.55
MG,computers_accessories,179.0
SP,electronics,36.29
SP,computers_accessories,404.88
SP,telephony,53.38
SP,bed_bath_table,79.29
SP,garden_tools,49.56
SP,pet_shop,123.85
SC,electronics,32.63
SP,housewares,80.43
PA,perfumery,407.05
PR,perfumery,121.99
RS,cool_stuff,299.6
SP,computers_accessories,87.32
SP,perfumery,88.74
SP,health_beauty,123.56
RJ,sports_leisure,261.71
RJ,stationery,156.35
SP,auto,27.39
SP,auto,39.47
SP,sports_leisure,37.6
RS,computers_accessories,103.78
PE,toys,827.91
SP,housewares,101.06
DF,watches_gifts,146.01
RS,bed_bath_table,183.95
BA,food,72.77
SP,stationery,17.29
MG,housewares,68.22
BA,luggage_accessories,61.18
SP,stationery,85.16
SP,perfumery,65.0
SP,housewares,21.81
MG,bed_bath_table,173.53
SP,furniture_decor,328.14
MS,telephony,186.82
BA,watches_gifts,51.79
SP,sports_leisure,47.68
SP,health_beauty,90.05
DF,watches_gifts,115.8
MG,books_imported,114.9
SP,bed_bath_table,159.31
SP,watches_gifts,124.52
SP,baby,63.73
SP,audio,515.93
ES,housewares,75.08
SP,telephony,31.42
SP,small_appliances,277.7
SP,housewares,172.67
SP,auto,35.0
DF,pet_shop,75.29
SP,garden_tools,64.03
SP,bed_bath_table,175.82
RJ,office_furniture,226.72
PR,agro_industry_and_commerce,453.53
ES,housewares,106.38
SP,signaling_and_security,21.75
MG,health_beauty,239.42
SC,sports_leisure,96.19
BA,stationery,137.62
RJ,furniture_decor,173.07
SC,telephony,66.3
DF,cool_stuff,42.0
MG,health_beauty,135.49
PE,bed_bath_table,101.78
RJ,watches_gifts,514.52
MT,perfumery,172.19
SP,pet_shop,78.55
SP,baby,72.22
MG,electronics,35.14
SP,health_beauty,67.57
SP,perfumery,188.89
PR,pet_shop,415.87
PA,computers_accessories,1054.63
RJ,computers_accessories,1214.06
RJ,bed_bath_table,97.2
MG,sports_leisure,47.6
SP,furniture_decor,53.48
PR,health_beauty,125.97
RS,fashion_bags_accessories,43.46
RS,health_beauty,165.8
SP,stationery,92.57
MT,market_place,103.33
MT,computers_accessories,28.69
MG,watches_gifts,72.17
SP,health_beauty,140.8
RJ,construction_tools_safety,208.0
SP,baby,181.68
SP,sports_leisure,138.02
MG,computers_accessories,119.3
MG,bed_bath_table,216.07
SP,watches_gifts,85.41
SP,toys,143.24
RJ,watches_gifts,868.59
BA,baby,70.97
AL,furniture_decor,89.08
SP,costruction_tools_garden,208.6
RJ,no_name_given,37.93
SP,stationery,68.19
MG,computers_accessories,224.84
SP,bed_bath_table,84.79
SP,garden_tools,67.16
SP,bed_bath_table,69.73
RJ,perfumery,413.31
PR,health_beauty,295.7
CE,watches_gifts,82.73
SP,health_beauty,143.47
SP,bed_bath_table,33.72
PE,office_furniture,170.01
BA,housewares,227.48
RS,furniture_decor,89.88
SP,cool_stuff,240.58
SP,computers_accessories,600.09
RJ,auto,159.53
RS,watches_gifts,234.28
CE,telephony,36.61
MG,housewares,312.84
BA,garden_tools,106.57
SP,housewares,58.07
ES,auto,142.96
SP,toys,45.71
BA,health_beauty,89.95
SP,cool_stuff,85.14
RJ,bed_bath_table,78.2
PI,telephony,56.14
GO,housewares,86.15
GO,auto,158.26
AM,health_beauty,281.82
SP,stationery,237.68
SP,housewares,89.55
SC,auto,34.92
MS,auto,39.23
SP,furniture_decor,45.46
MG,stationery,82.11
RJ,sports_leisure,83.56
SP,audio,22.29
SP,computers_accessories,35.01
SP,furniture_decor,321.82
RJ,fashion_bags_accessories,265.92
DF,baby,183.34
RJ,toys,54.6
RJ,sports_leisure,150.6
PR,housewares,192.39
SP,telephony,59.54
SP,fashion_bags_accessories,308.86
SP,housewares,146.49
CE,health_beauty,452.29
SP,perfumery,65.71
RJ,toys,49.11
RJ,toys,59.47
PI,cool_stuff,91.0
MG,telephony,327.37
MG,perfumery,69.12
SP,computers_accessories,53.71
RJ,auto,222.69
PR,toys,79.52
SC,toys,60.0
RJ,cool_stuff,204.07
BA,luggage_accessories,340.49
PR,toys,49.42
DF,sports_leisure,67.53
MG,watches_gifts,93.3
PR,air_conditioning,449.74
SP,sports_leisure,47.69
SP,sports_leisure,27.77
SP,housewares,47.88
SP,health_beauty,63.44
SP,perfumery,88.74
RJ,garden_tools,67.5
PR,auto,37.5
SP,health_beauty,217.06
SP,housewares,200.91
GO,watches_gifts,322.8
MG,cool_stuff,165.0
SP,computers_accessories,128.6
SP,computers_accessories,408.76
SP,furniture_decor,51.91
MG,garden_tools,119.84
TO,telephony,65.62
SP,consoles_games,63.8
RS,toys,90.39
SP,books_general_interest,164.46
SP,books_general_interest,33.34
BA,pet_shop,149.59
SP,health_beauty,78.99
SP,office_furniture,198.04
SP,electronics,206.93
SP,telephony,35.77
SP,stationery,92.57
PR,bed_bath_table,125.61
RS,electronics,547.98
GO,watches_gifts,72.14
RN,stationery,251.51
SP,watches_gifts,115.15
SP,furniture_decor,52.68
RS,furniture_decor,124.22
RJ,perfumery,27.77
RJ,office_furniture,201.73
SP,toys,88.34
SP,home_appliances,24.47
SP,fashion_bags_accessories,60.85
SP,christmas_supplies,43.41
SP,auto,18.78
MG,health_beauty,45.19
SP,garden_tools,93.04
SP,garden_tools,1109.3
RS,housewares,62.28
PB,stationery,155.18
MG,health_beauty,98.23
SP,computers_accessories,353.42
SP,pet_shop,88.2
MG,perfumery,135.49
SP,computers_accessories,74.45
SP,sports_leisure,109.0
RS,furniture_decor,99.75
SP,fashio_female_clothing,156.03
SP,sports_leisure,132.54
SP,housewares,82.43
MT,housewares,45.7
SP,computers_accessories,38.42
DF,watches_gifts,196.01
SP,health_beauty,73.61
RJ,health_beauty,309.63
SP,auto,82.91
MG,computers_accessories,349.78
BA,watches_gifts,115.13
SP,consoles_games,537.18
SP,garden_tools,111.6
SP,sports_leisure,118.47
SP,toys,137.8
SP,sports_leisure,200.63
SC,furniture_decor,228.24
PI,computers_accessories,41.7
CE,furniture_decor,89.08
SP,electronics,32.37
SP,bed_bath_table,93.48
PR,toys,72.66
MG,fashion_bags_accessories,35.86
SP,garden_tools,219.06
RJ,toys,69.45
RJ,sports_leisure,112.92
RJ,bed_bath_table,83.59
SP,air_conditioning,117.74
PR,sports_leisure,253.06
RJ,watches_gifts,235.28
RS,computers_accessories,146.83
RJ,baby,77.66
SP,bed_bath_table,102.03
PR,sports_leisure,107.01
MG,stationery,77.94
SP,garden_tools,73.34
ES,cool_stuff,678.85
RJ,no_name_given,112.09
SC,housewares,304.33
SP,garden_tools,101.19
SP,small_appliances,68.0
SP,housewares,116.97
RS,cool_stuff,119.28
MG,toys,49.0
RS,stationery,216.85
RJ,furniture_decor,106.29
RJ,bed_bath_table,105.38
RJ,musical_instruments,82.61
RJ,furniture_decor,63.44
RJ,health_beauty,477.96
SP,electronics,92.07
SP,housewares,41.69
CE,computers_accessories,183.53
SC,auto,156.99
MS,toys,86.24
BA,furniture_decor,129.17
ES,computers_accessories,98.18
RJ,auto,45.78
RS,pet_shop,152.06
MS,pet_shop,226.22
PE,telephony,30.91
BA,home_appliances,39.25
SP,christmas_supplies,315.72
RS,cool_stuff,218.64
PE,furniture_decor,131.61
PA,baby,75.79
SP,perfumery,47.29
RN,electronics,83.03
BA,fashion_shoes,227.83
PR,stationery,47.82
ES,telephony,47.22
SP,bed_bath_table,72.66
SP,no_name_given,151.18
MG,telephony,43.09
SP,computers_accessories,157.55
BA,computers_accessories,236.09
SP,bed_bath_table,197.87
RN,garden_tools,94.83
SP,perfumery,24.68
MG,baby,138.7
SP,telephony,47.68
ES,computers_accessories,24.1
SP,bed_bath_table,117.85
SP,computers_accessories,88.71
AC,market_place,88.27
MG,home_confort,107.78
SP,perfumery,139.09
GO,audio,608.88
SC,garden_tools,66.64
SP,stationery,53.1
RJ,furniture_decor,128.21
MG,toys,146.02
SP,cool_stuff,153.99
SP,housewares,433.57
SP,computers_accessories,116.39
SP,bed_bath_table,116.39
SP,sports_leisure,161.99
SP,health_beauty,20.68
SP,furniture_living_room,115.0
SP,sports_leisure,173.6
SP,bed_bath_table,33.99
SC,bed_bath_table,166.59
SP,furniture_decor,46.84
SP,home_appliances,150.87
GO,no_name_given,55.69
ES,garden_tools,543.9
PE,electronics,194.22
SP,bed_bath_table,281.26
SP,cool_stuff,33.77
MG,audio,35.0
MS,cool_stuff,473.12
SP,fashion_bags_accessories,48.21
PR,computers_accessories,143.65
SP,no_name_given,115.1
SP,telephony,32.77
SP,electronics,189.65
SP,cool_stuff,685.88
SP,baby,79.41
RJ,kitchen_dining_laundry_garden_furniture,86.8
SP,small_appliances_home_oven_and_coffee,215.71
RS,furniture_decor,77.16
AL,health_beauty,419.27
SP,sports_leisure,21.77
RJ,furniture_living_room,153.8
MG,housewares,149.69
MG,bed_bath_table,107.5
SP,bed_bath_table,416.78
MG,auto,422.59
MG,auto,675.75
RJ,garden_tools,155.14
SP,fashion_bags_accessories,206.99
MG,sports_leisure,175.99
SP,health_beauty,247.5
SP,home_construction,135.0
PR,toys,51.42
RJ,fixed_telephony,55.69
MG,auto,261.9
SP,auto,408.12
SP,housewares,96.19
MG,garden_tools,75.25
SP,furniture_decor,32.67
RJ,furniture_decor,69.9
SP,pet_shop,124.52
SP,housewares,119.83
SP,auto,40.69
SP,computers_accessories,81.5
MG,perfumery,233.87
SP,garden_tools,85.76
SP,furniture_living_room,75.27
MG,luggage_accessories,119.45
MG,furniture_decor,69.9
SC,bed_bath_table,286.56
SC,electronics,38.13
SP,furniture_decor,95.76
SP,furniture_decor,93.85
PE,pet_shop,241.25
PE,cool_stuff,283.57
SP,perfumery,136.19
MG,bed_bath_table,152.36
SP,health_beauty,34.86
SP,housewares,24.89
SP,perfumery,21.38
MG,sports_leisure,120.08
SP,bed_bath_table,69.69
SP,stationery,92.57
PB,sports_leisure,100.77
SE,furniture_living_room,1047.32
SP,housewares,59.85
SC,garden_tools,77.57
RJ,watches_gifts,62.94
BA,computers_accessories,48.69
DF,books_general_interest,46.39
SP,baby,87.71
SP,fashion_bags_accessories,56.39
SP,sports_leisure,31.18
MT,furniture_decor,63.82
RS,telephony,40.27
RJ,dvds_blu_ray,47.53
RS,cool_stuff,148.15
PR,garden_tools,63.59
RJ,books_general_interest,80.52
SP,audio,27.68
MG,perfumery,35.52
RJ,housewares,25.83
RJ,small_appliances,258.25
PE,watches_gifts,98.46
MG,garden_tools,206.49
SC,small_appliances_home_oven_and_coffee,116.79
PI,perfumery,106.38
RJ,housewares,54.33
PR,baby,264.66
RS,housewares,69.03
SP,telephony,20.89
SP,auto,22.39
RJ,cool_stuff,45.46
MG,computers_accessories,120.84
RS,telephony,37.09
SP,furniture_decor,52.92
SP,industry_commerce_and_business,174.9
SP,sports_leisure,46.86
SP,no_name_given,353.1
PR,bed_bath_table,129.64
MG,housewares,59.38
MG,stationery,116.94
SP,watches_gifts,152.88
ES,auto,203.02
SP,auto,35.46
PR,electronics,169.82
CE,watches_gifts,187.36
RJ,housewares,148.49
SP,consoles_games,520.75
RJ,auto,36.1
SP,watches_gifts,196.41
BA,sports_leisure,136.66
PB,watches_gifts,697.14
SP,home_appliances,75.28
SP,furniture_decor,2276.1
RS,housewares,44.32
SP,consoles_games,733.5
PR,air_conditioning,216.15
PB,computers_accessories,393.9
CE,musical_instruments,93.66
SP,industry_commerce_and_business,119.12
SP,pet_shop,47.35
AM,pet_shop,238.95
SP,health_beauty,69.72
BA,sports_leisure,182.16
SP,housewares,38.78
PR,sports_leisure,56.27
SP,bed_bath_table,167.5
SP,baby,174.56
RJ,furniture_decor,57.5
SP,toys,175.92
PR,sports_leisure,74.51
GO,bed_bath_table,116.44
RJ,sports_leisure,108.74
SP,fashion_bags_accessories,35.13
MG,fixed_telephony,35.22
GO,consoles_games,64.09
SP,housewares,108.37
SP,telephony,195.54
SC,baby,167.43
SP,baby,260.5
SP,computers_accessories,45.79
SP,garden_tools,73.34
MG,sports_leisure,129.65
PB,cool_stuff,525.46
SP,perfumery,65.71
SP,perfumery,145.29
MG,fashion_shoes,73.64
SP,bed_bath_table,95.58
RJ,bed_bath_table,57.16
RJ,health_beauty,111.72
SP,cool_stuff,258.7
RJ,health_beauty,203.14
SP,perfumery,51.44
MG,watches_gifts,166.23
MA,sports_leisure,105.71
MG,electronics,36.29
SP,tablets_printing_image,62.21
SP,perfumery,70.55
RS,furniture_decor,179.94
RJ,furniture_decor,315.02
ES,perfumery,119.84
RJ,cool_stuff,675.01
RS,housewares,115.01
SP,health_beauty,30.19
SP,bed_bath_table,223.76
MG,health_beauty,106.07
SP,health_beauty,99.01
SP,fashion_bags_accessories,47.68
SP,toys,163.06
MG,computers_accessories,36.1
SP,housewares,151.9
MG,electronics,247.75
SP,bed_bath_table,132.02
BA,health_beauty,167.94
SP,home_appliances,204.11
SP,bed_bath_table,58.93
SP,housewares,63.73
SP,toys,163.06
MG,toys,28.13
ES,watches_gifts,43.1
MG,cool_stuff,29.9
RJ,furniture_decor,26.45
RJ,sports_leisure,144.12
RJ,electronics,30.22
MG,electronics,136.0
AL,health_beauty,86.37
RS,telephony,33.59
GO,sports_leisure,168.92
SP,toys,113.9
SP,auto,27.75
SP,health_beauty,118.35
SP,auto,134.27
SP,bed_bath_table,128.72
RJ,auto,69.73
MG,housewares,95.3
RJ,health_beauty,153.09
SC,computers_accessories,37.58
SC,health_beauty,49.17
SE,auto,107.96
RJ,telephony,236.97
SP,perfumery,21.77
SP,computers_accessories,1161.47
RS,sports_leisure,294.48
RJ,bed_bath_table,85.15
SP,furniture_decor,76.29
SP,luggage_accessories,75.43
RJ,pet_shop,119.57
BA,health_beauty,90.35
SP,furniture_decor,134.42
BA,cool_stuff,292.58
PE,health_beauty,584.08
MG,baby,48.13
ES,watches_gifts,568.63
AL,toys,94.12
PR,bed_bath_table,135.49
PR,furniture_decor,28.51
PR,furniture_decor,199.21
SP,perfumery,37.77
SP,home_construction,1119.77
SP,bed_bath_table,246.61
SP,health_beauty,112.81
RJ,no_name_given,60.46
RO,cool_stuff,274.01
MG,arts_and_craftmanship,145.56
SP,telephony,47.53
SP,health_beauty,138.62
PE,watches_gifts,99.9
PR,auto,46.09
SP,bed_bath_table,36.75
SP,sports_leisure,475.82
RN,toys,67.05
SP,computers_accessories,83.23
SP,watches_gifts,121.93
PE,housewares,96.45
RJ,stationery,167.86
MT,health_beauty,621.76
SP,health_beauty,45.78
SP,cool_stuff,157.91
SP,computers_accessories,112.61
SP,telephony,35.77
BA,baby,121.9
SP,art,112.02
SP,computers_accessories,106.23
BA,toys,98.13
SC,garden_tools,135.0
MG,books_technical,64.32
PR,computers_accessories,100.34
SP,bed_bath_table,66.93
SP,bed_bath_table,69.43
MG,construction_tools_construction,124.42
MG,bed_bath_table,88.3
MG,bed_bath_table,136.28
SP,watches_gifts,168.86
MG,sports_leisure,243.2
RJ,stationery,217.64
MG,perfumery,479.96
SC,bed_bath_table,165.45
RJ,electronics,33.23
RJ,perfumery,72.14
RJ,toys,116.67
RJ,toys,116.67
SP,health_beauty,66.41
RJ,home_appliances,50.5
TO,telephony,65.1
RJ,signaling_and_security,116.44
SP,pet_shop,618.86
SP,fashion_bags_accessories,56.78
RJ,health_beauty,98.01
MG,pet_shop,356.76
MG,computers_accessories,119.3
RJ,electronics,39.62
DF,furniture_decor,550.12
SP,sports_leisure,28.96
RJ,stationery,185.94
BA,cool_stuff,167.51
SP,health_beauty,67.77
PR,office_furniture,279.9
SP,stationery,97.22
RJ,computers_accessories,166.69
MG,furniture_decor,54.0
SC,garden_tools,150.98
BA,sports_leisure,194.81
SP,housewares,71.72
GO,bed_bath_table,78.39
SP,flowers,59.24
SP,sports_leisure,131.32
SP,bed_bath_table,110.76
DF,stationery,204.32
PR,toys,62.15
BA,christmas_supplies,89.7
RJ,watches_gifts,38.89
RS,no_name_given,138.6
SP,housewares,46.15
PR,furniture_decor,62.47
DF,bed_bath_table,65.92
SP,cool_stuff,47.43
RJ,industry_commerce_and_business,128.86
SP,sports_leisure,53.88
RJ,garden_tools,119.04
SP,food,89.63
SP,toys,91.66
SP,sports_leisure,54.62
BA,office_furniture,260.84
MG,no_name_given,168.0
SP,watches_gifts,163.61
SP,health_beauty,41.93
SP,furniture_decor,69.9
SP,computers_accessories,56.04
PE,computers_accessories,160.16
GO,food,43.0
RJ,sports_leisure,179.86
RS,health_beauty,297.39
SP,toys,87.3
SP,health_beauty,108.21
SP,bed_bath_table,36.75
RJ,sports_leisure,45.1
RJ,watches_gifts,165.83
SP,auto,42.27
SP,health_beauty,70.72
MG,luggage_accessories,69.31
MG,sports_leisure,138.08
MG,watches_gifts,95.99
SP,furniture_decor,167.48
SP,toys,96.53
SP,baby,123.42
SP,furniture_decor,157.54
PR,toys,49.0
SP,electronics,43.0
SP,sports_leisure,50.87
MG,garden_tools,50.03
RS,furniture_decor,89.97
MG,fashion_bags_accessories,46.52
MG,cool_stuff,953.82
MG,bed_bath_table,71.75
SP,bed_bath_table,83.79
PA,stationery,168.37
SP,bed_bath_table,74.72
DF,pet_shop,86.36
SP,watches_gifts,36.78
BA,consoles_games,62.21
BA,watches_gifts,79.99
MG,consoles_games,112.82
SP,pet_shop,43.61
SC,furniture_decor,94.39
SP,watches_gifts,128.25
PE,watches_gifts,46.63
SP,health_beauty,139.71
MG,watches_gifts,248.35
SP,books_imported,31.78
RJ,toys,41.01
RS,consoles_games,417.55
RS,fashion_bags_accessories,46.1
RS,fashion_bags_accessories,103.37
SP,pet_shop,216.26
SC,costruction_tools_garden,101.84
RJ,health_beauty,76.65
SP,housewares,33.72
MG,consoles_games,19.21
RJ,food_drink,52.91
SP,electronics,16.78
ES,health_beauty,388.82
RJ,sports_leisure,51.59
SE,cool_stuff,949.97
MG,housewares,245.99
MG,toys,168.51
PR,home_confort,107.78
MG,housewares,132.24
MG,garden_tools,197.53
SC,signaling_and_security,124.4
RJ,bed_bath_table,275.47
MG,pet_shop,192.78
SP,bed_bath_table,176.78
RJ,fashion_bags_accessories,55.09
SP,housewares,61.59
SP,housewares,47.27
RJ,health_beauty,469.39
RJ,telephony,42.09
RJ,housewares,59.6
SP,telephony,37.68
ES,sports_leisure,177.58
SP,sports_leisure,126.48
SP,toys,84.49
MG,agro_industry_and_commerce,442.26
RJ,electronics,28.7
MG,computers_accessories,93.08
BA,fashion_bags_accessories,56.78
MT,health_beauty,193.44
RS,bed_bath_table,105.28
DF,fashion_shoes,181.59
GO,watches_gifts,96.43
SP,sports_leisure,64.59
SP,auto,78.94
SP,housewares,494.27
SP,baby,124.5
RJ,home_appliances,72.55
RS,perfumery,125.52
BA,health_beauty,55.78
BA,health_beauty,55.78
DF,furniture_decor,32.01
MS,housewares,31.13
SC,computers_accessories,52.25
SP,furniture_decor,215.31
MG,furniture_decor,35.0
SP,housewares,73.03
GO,computers_accessories,74.16
PI,health_beauty,1168.71
RJ,baby,224.97
SP,computers_accessories,140.44
PA,telephony,44.62
RJ,bed_bath_table,97.81
SP,stationery,148.13
RJ,sports_leisure,81.15
RJ,telephony,46.22
RJ,computers_accessories,164.63
SP,furniture_living_room,52.47
RJ,computers_accessories,34.01
SC,housewares,52.22
SP,computers_accessories,42.77
SP,auto,56.36
RS,housewares,35.23
BA,telephony,80.32
BA,telephony,146.25
BA,health_beauty,46.69
PB,health_beauty,348.07
PR,bed_bath_table,199.78
PE,computers,1683.41
PE,computers,1381.31
RJ,electronics,28.88
SP,musical_instruments,957.6
SP,no_name_given,54.0
MG,electronics,35.69
SP,health_beauty,23.08
RJ,health_beauty,157.44
SP,furniture_decor,1354.09
RJ,garden_tools,77.57
RJ,furniture_decor,305.01
DF,cool_stuff,109.89
SP,consoles_games,169.71
RJ,cool_stuff,235.81
SP,no_name_given,463.75
SP,housewares,59.24
RJ,pet_shop,432.32
SP,perfumery,127.02
SP,auto,192.89
MG,furniture_decor,185.79
RJ,stationery,85.14
DF,bed_bath_table,69.31
DF,stationery,35.13
SP,health_beauty,85.72
RS,perfumery,312.38
MS,pet_shop,95.64
MG,housewares,67.27
DF,perfumery,75.29
PR,sports_leisure,145.66
PR,sports_leisure,145.66
SP,watches_gifts,42.59
SP,garden_tools,690.0
SP,telephony,27.77
SP,housewares,195.0
PE,telephony,43.12
SP,furniture_decor,89.17
SP,electronics,25.5
SP,computers_accessories,173.27
GO,cool_stuff,227.14
RN,auto,224.74
DF,housewares,59.83
MG,perfumery,34.22
SP,sports_leisure,92.74
BA,baby,168.49
SC,fashion_bags_accessories,56.4
GO,health_beauty,74.87
RJ,bed_bath_table,121.88
SP,health_beauty,25.03
RJ,bed_bath_table,139.2
PR,luggage_accessories,154.7
PR,construction_tools_safety,51.43
MG,housewares,147.52
PR,perfumery,78.09
RS,bed_bath_table,72.53
PI,furniture_decor,120.8
SP,toys,368.69
SP,stationery,102.64
SP,stationery,143.54
SP,art,64.0
SP,home_construction,106.49
CE,small_appliances,333.54
RJ,computers_accessories,64.13
MG,construction_tools_construction,582.94
SP,home_appliances,50.63
SP,furniture_decor,158.7
SP,bed_bath_table,108.81
MG,books_general_interest,147.55
MG,furniture_decor,66.06
MG,furniture_decor,66.06
MG,sports_leisure,92.9
SP,cool_stuff,127.48
SP,bed_bath_table,36.75
SE,auto,60.14
BA,watches_gifts,168.63
PR,perfumery,100.34
SP,housewares,218.28
SP,telephony,43.39
DF,musical_instruments,1644.76
RS,watches_gifts,211.01
MG,health_beauty,80.2
RJ,stationery,138.75
SP,health_beauty,49.39
RS,perfumery,61.05
RN,sports_leisure,102.87
SP,auto,84.65
CE,health_beauty,165.03
SC,pet_shop,142.2
SP,housewares,81.23
SP,housewares,35.42
AL,consoles_games,54.05
RJ,construction_tools_construction,321.8
MG,telephony,43.22
DF,health_beauty,91.26
SP,bed_bath_table,194.7
SP,bed_bath_table,73.2
RJ,computers_accessories,41.26
SP,housewares,40.29
SP,baby,61.73
PR,toys,100.59
MG,health_beauty,64.42
MG,garden_tools,136.5
SP,books_general_interest,28.67
BA,electronics,37.69
MT,toys,118.38
MT,baby,118.38
RJ,furniture_decor,68.03
MG,computers_accessories,152.52
SP,auto,188.51
BA,toys,341.08
SP,home_appliances,732.68
SP,toys,47.78
SP,housewares,212.32
RJ,watches_gifts,163.98
SP,furniture_decor,111.65
RS,sports_leisure,61.0
SC,office_furniture,356.74
RJ,watches_gifts,63.1
MG,sports_leisure,148.76
SP,housewares,58.8
SP,watches_gifts,56.78
SP,computers_accessories,292.98
SP,watches_gifts,2032.0
PR,no_name_given,61.14
RJ,health_beauty,104.37
RJ,bed_bath_table,138.9
SP,bed_bath_table,65.71
RS,musical_instruments,52.0
RJ,agro_industry_and_commerce,438.26
MG,housewares,77.57
GO,fashion_underwear_beach,19.0
SP,furniture_decor,302.87
SP,garden_tools,52.18
